Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
184.5,TraderOne,Tick,336,355,-19,-6,149600,149700,20505,3928584,187984,OK
184.735,TraderOne,Tick,336,355,-19,-6,149700,149700,20505,3928584,186084,OK
185.032,TraderOne,Tick,336,355,-19,-6,149700,150000,20505,3928584,184284,OK
185.235,TraderOne,Tick,361,355,6,-6,149700,150000,21253,185336,183536,OK
185.5,TraderOne,Tick,361,355,6,-6,149700,150000,21253,185336,183536,OK
185.75,TraderOne,Tick,361,355,6,-6,149700,150000,21253,185336,183536,OK
186.032,TraderOne,Tick,361,355,6,-6,149700,150000,21253,185336,183536,OK
186.297,TraderOne,Tick,361,355,6,-6,149600,149800,21253,185336,184136,OK
186.516,TraderOne,Tick,361,355,6,-6,149600,149800,21253,185336,184136,OK
186.766,TraderOne,Tick,361,355,6,-6,149600,149800,21253,185336,184136,OK
186.969,TraderOne,Tick,361,355,6,-6,149600,149800,21253,185336,184136,OK
187.297,TraderOne,Tick,361,355,6,-6,149600,149800,21253,185336,184136,OK
187.485,TraderOne,Tick,361,355,6,-6,149600,149800,21253,185336,184136,OK
187.75,TraderOne,Tick,386,355,31,-6,149700,150000,22001,-3557912,182788,OK
187.969,TraderOne,Tick,386,355,31,-6,149700,150000,22001,-3557912,182788,OK
188.235,TraderOne,Tick,386,355,31,-6,149700,150100,22001,-3557912,185288,OK
188.5,TraderOne,Tick,386,355,31,-6,149700,150100,22001,-3557912,185288,OK
188.75,TraderOne,Tick,386,355,31,-6,149700,150100,22001,-3557912,185288,OK
189.0,TraderOne,Tick,386,355,31,-6,149700,150200,22001,-3557912,187788,OK
189.282,TraderOne,Tick,386,355,31,-6,149700,150200,22001,-3557912,187788,OK
189.547,TraderOne,Tick,386,355,31,-6,149700,150200,22001,-3557912,187788,OK
189.75,TraderOne,Tick,411,355,56,-6,150000,150200,22751,-7308662,190138,OK
190.016,TraderOne,Tick,411,355,56,-6,150000,150200,22751,-7308662,190138,OK
190.203,TraderOne,Tick,411,355,56,-6,150000,150300,22751,-7308662,189538,OK
190.547,TraderOne,Tick,411,355,56,-6,150000,150300,22751,-7308662,189538,OK
190.735,TraderOne,Tick,411,355,56,-6,150000,150300,22751,-7308662,189538,OK
191.016,TraderOne,Tick,411,355,56,-6,149500,150300,22751,-7308662,189538,OK
191.297,TraderOne,Tick,411,355,56,-6,149500,150400,22751,-7308662,194538,OK
191.453,TraderOne,Tick,436,355,81,-6,150300,150700,23502,-11065413,212787,OK
191.703,TraderOne,Tick,436,355,81,-6,150300,150800,23502,-11065413,220287,OK
191.953,TraderOne,Tick,436,355,81,-6,150300,150800,23502,-11065413,220287,OK
192.313,TraderOne,Tick,436,355,81,-6,150300,150700,23502,-11065413,212787,OK
192.532,TraderOne,Tick,436,355,81,-6,150300,150700,23502,-11065413,212787,OK
192.703,TraderOne,Tick,455,355,100,-6,150800,150700,24073,-13921684,254116,OK
193.032,TraderOne,Tick,455,355,100,-6,150200,150500,24073,-13921684,195316,OK
193.219,TraderOne,Tick,455,355,100,-6,150200,150500,24073,-13921684,195316,OK
193.516,TraderOne,Tick,455,355,100,-6,150200,150500,24073,-13921684,195316,OK
193.735,TraderOne,Tick,455,355,100,-6,150200,150500,24073,-13921684,195316,OK
194.016,TraderOne,Tick,455,355,100,-6,150200,150500,24073,-13921684,195316,OK
194.25,TraderOne,Tick,455,355,100,-6,150200,150500,24073,-13921684,195316,OK
194.485,TraderOne,Tick,455,355,100,-6,150200,150500,24073,-13921684,195316,OK
194.703,TraderOne,Tick,455,355,100,-6,150200,150500,24073,-13921684,195316,OK
195.032,TraderOne,Tick,455,355,100,-6,150200,150600,24073,-13921684,204716,OK
195.266,TraderOne,Tick,455,355,100,-6,150200,150600,24073,-13921684,204716,OK
195.5,TraderOne,Tick,455,355,100,-6,150200,150600,24073,-13921684,204716,OK
195.782,TraderOne,Tick,455,355,100,-6,150200,150600,24073,-13921684,204716,OK
196.016,TraderOne,Tick,455,355,100,-6,150200,150600,24073,-13921684,204716,OK
196.203,TraderOne,Tick,455,355,100,-6,150200,150600,24073,-13921684,204716,OK
196.469,TraderOne,Tick,455,355,100,-6,149800,150600,24073,-13921684,204716,OK
196.703,TraderOne,Tick,455,355,100,-6,149800,150100,24073,-13921684,157716,OK
197.016,TraderOne,Tick,455,355,100,-6,149800,150000,24073,-13921684,158316,OK
197.219,TraderOne,Tick,455,355,100,-6,149800,150000,24073,-13921684,158316,OK
197.485,TraderOne,Tick,455,355,100,-6,149800,150000,24073,-13921684,158316,OK
197.766,TraderOne,Tick,455,355,100,-6,149800,149800,24073,-13921684,159516,OK
198.016,TraderOne,Tick,455,380,75,-6,149500,149700,24821,-10184932,129368,OK
198.297,TraderOne,Tick,455,380,75,-6,149500,149700,24821,-10184932,129368,OK
198.547,TraderOne,Tick,455,380,75,-6,149500,149500,24821,-10184932,130568,OK
198.75,TraderOne,Tick,455,380,75,-6,149500,149500,24821,-10184932,130568,OK
198.953,TraderOne,Tick,455,380,75,-6,149500,149500,24821,-10184932,130568,OK
199.282,TraderOne,Tick,455,380,75,-6,149500,149500,24821,-10184932,130568,OK
199.547,TraderOne,Tick,455,380,75,-6,149500,149500,24821,-10184932,130568,OK
199.75,TraderOne,Tick,455,380,75,-6,149500,149500,24821,-10184932,130568,OK
199.953,TraderOne,Tick,455,380,75,-6,149500,149500,24821,-10184932,130568,OK
200.219,TraderOne,Tick,455,380,75,-6,149500,149600,24821,-10184932,129968,OK
200.563,TraderOne,Tick,455,380,75,-6,149900,149600,24821,-10184932,152468,OK
200.75,TraderOne,Tick,455,380,75,-6,149900,149600,24821,-10184932,152468,OK
201.0,TraderOne,Tick,455,380,75,-6,149900,149600,24821,-10184932,152468,OK
201.25,TraderOne,Tick,455,380,75,-6,149900,149600,24821,-10184932,152468,OK
201.453,TraderOne,Tick,455,380,75,-6,149900,149800,24821,-10184932,158768,OK
201.797,TraderOne,Tick,455,380,75,-6,149300,150000,24821,-10184932,142568,OK
201.969,TraderOne,Tick,455,380,75,-75,149300,150000,24821,165068,142568,OK
202.297,TraderOne,Tick,455,380,75,-75,149300,150200,24821,165068,142568,OK
202.485,TraderOne,Tick,455,380,75,-75,149300,150200,24821,165068,142568,OK
202.797,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
203.063,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
203.266,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
203.5,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
203.797,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
204.0,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
204.203,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
204.453,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
204.703,TraderOne,Tick,455,380,75,-75,149300,150600,24821,165068,142568,OK
205.0,TraderOne,Tick,455,380,75,-75,149700,150100,24821,165068,142568,OK
205.203,TraderOne,Tick,455,380,75,-75,149700,149700,24821,165068,165068,OK
205.453,TraderOne,Tick,455,380,75,-75,150400,149700,24821,165068,180068,OK
205.703,TraderOne,Tick,455,380,75,-75,150400,149700,24821,165068,180068,OK
206.032,TraderOne,Tick,455,380,75,-75,150400,149800,24821,165068,187568,OK
206.297,TraderOne,Tick,455,380,75,-75,150300,149800,24821,165068,187568,OK
206.547,TraderOne,Tick,455,380,75,-75,150300,149800,24821,165068,187568,OK
206.719,TraderOne,Tick,455,380,75,-75,150300,149800,24821,165068,187568,OK
207.016,TraderOne,Tick,455,380,75,-75,150300,149800,24821,165068,187568,OK
207.203,TraderOne,Tick,455,405,50,-75,149700,149800,25569,3906820,156820,OK
207.469,TraderOne,Tick,455,405,50,-75,149700,149800,25569,3906820,156820,OK
207.766,TraderOne,Tick,455,405,50,-75,149700,149800,25569,3906820,156820,OK
208.0,TraderOne,Tick,455,405,50,-75,149700,149800,25569,3906820,156820,OK
208.297,TraderOne,Tick,455,405,50,-75,149200,149800,25569,3906820,146820,OK
208.516,TraderOne,Tick,455,405,50,-75,149800,149800,25569,3906820,161820,OK
208.766,TraderOne,Tick,455,405,50,-75,149800,149800,25569,3906820,161820,OK
209.0,TraderOne,Tick,455,405,50,-75,149800,149800,25569,3906820,161820,OK
209.203,TraderOne,Tick,455,405,50,-75,149800,149800,25569,3906820,161820,OK
209.563,TraderOne,Tick,455,405,50,-75,149800,149800,25569,3906820,161820,OK
209.703,TraderOne,Tick,455,405,50,-75,150300,149800,25569,3906820,176820,OK
209.969,TraderOne,Tick,455,405,50,-75,150300,149800,25569,3906820,176820,OK
210.25,TraderOne,Tick,455,405,50,-75,150300,149800,25569,3906820,176820,OK
210.532,TraderOne,Tick,455,405,50,-75,150300,149800,25569,3906820,176820,OK
210.797,TraderOne,Tick,455,405,50,-75,150300,149800,25569,3906820,176820,OK
211.0,TraderOne,Tick,455,405,50,-75,150400,149900,25569,3906820,174320,OK
211.297,TraderOne,Tick,455,405,50,-75,150400,149900,25569,3906820,174320,OK
211.532,TraderOne,Tick,455,405,50,-75,150400,149900,25569,3906820,174320,OK
211.719,TraderOne,Tick,455,405,50,-75,150200,149600,25569,3906820,176820,OK
211.969,TraderOne,Tick,455,405,50,-75,149100,149600,25569,3906820,156820,OK
212.25,TraderOne,Tick,455,405,50,-75,149100,149700,25569,3906820,154320,OK
212.453,TraderOne,Tick,455,405,50,-75,149100,149700,25569,3906820,154320,OK
212.782,TraderOne,Tick,455,405,50,-75,150200,149700,25569,3906820,174320,OK
212.969,TraderOne,Tick,455,405,50,-75,150200,149700,25569,3906820,174320,OK
213.235,TraderOne,Tick,455,405,50,-75,150200,149300,25569,3906820,184320,OK
213.532,TraderOne,Tick,455,405,50,-75,150200,149300,25569,3906820,184320,OK
213.75,TraderOne,Tick,455,405,50,-75,150200,149300,25569,3906820,184320,OK
213.953,TraderOne,Tick,455,405,50,-75,150200,149300,25569,3906820,184320,OK
214.235,TraderOne,Tick,455,405,50,-75,150200,149300,25569,3906820,184320,OK
214.547,TraderOne,Tick,455,405,50,-75,150200,149600,25569,3906820,176820,OK
214.703,TraderOne,Tick,455,405,50,-75,150200,149600,25569,3906820,176820,OK
214.985,TraderOne,Tick,455,405,50,-75,150200,149600,25569,3906820,176820,OK
215.219,TraderOne,Tick,455,405,50,-75,150200,149600,25569,3906820,176820,OK
215.485,TraderOne,Tick,455,405,50,-75,150200,149600,25569,3906820,176820,OK
215.766,TraderOne,Tick,455,405,50,-75,150200,149600,25569,3906820,176820,OK
216.063,TraderOne,Tick,455,405,50,-75,149100,149600,25569,3906820,156820,OK
216.266,TraderOne,Tick,455,405,50,-75,149100,149600,25569,3906820,156820,OK
216.547,TraderOne,Tick,455,405,50,-75,149100,149500,25569,3906820,159320,OK
216.797,TraderOne,Tick,455,405,50,-75,149100,150000,25569,3906820,141820,OK
217.0,TraderOne,Tick,455,405,50,-75,149100,150000,25569,3906820,141820,OK
217.266,TraderOne,Tick,455,405,50,-75,149100,150000,25569,3906820,141820,OK
217.485,TraderOne,Tick,480,405,75,-75,149500,150100,26317,168572,146072,OK
217.719,TraderOne,Tick,480,405,75,-75,149500,150100,26317,168572,146072,OK
217.969,TraderOne,Tick,480,405,75,-75,149500,149900,26317,168572,146072,OK
218.297,TraderOne,Tick,480,405,75,-75,149500,149900,26317,168572,146072,OK
218.516,TraderOne,Tick,480,405,75,-75,149500,149900,26317,168572,146072,OK
218.703,TraderOne,Tick,480,405,75,-75,149500,149900,26317,168572,146072,OK
218.969,TraderOne,Tick,480,405,75,-75,149500,149900,26317,168572,146072,OK
219.203,TraderOne,Tick,480,405,75,-75,150500,149900,26317,168572,191072,OK
219.453,TraderOne,Tick,480,405,75,-75,150400,149900,26317,168572,191072,OK
219.813,TraderOne,Tick,480,405,75,-75,150400,149900,26317,168572,191072,OK
220.0,TraderOne,Tick,480,405,75,-75,150500,149900,26317,168572,191072,OK
220.235,TraderOne,Tick,480,405,75,-75,150500,149900,26317,168572,191072,OK
220.469,TraderOne,Tick,480,405,75,-75,150500,149900,26317,168572,191072,OK
220.828,TraderOne,Tick,480,405,75,-75,150500,150000,26317,168572,191072,OK
221.016,TraderOne,Tick,480,405,75,-75,150500,150000,26317,168572,191072,OK
221.25,TraderOne,Tick,480,405,75,-75,150500,150000,26317,168572,191072,OK
221.453,TraderOne,Tick,480,405,75,-75,150500,150100,26317,168572,191072,OK
221.766,TraderOne,Tick,480,405,75,-75,150500,150100,26317,168572,191072,OK
222.016,TraderOne,Tick,480,405,75,-75,150500,150100,26317,168572,191072,OK
222.266,TraderOne,Tick,480,405,75,-75,150500,150100,26317,168572,191072,OK
222.516,TraderOne,Tick,480,405,75,-75,150500,150100,26317,168572,191072,OK
222.719,TraderOne,Tick,480,405,75,-75,149500,150100,26317,168572,146072,OK
223.0,TraderOne,Tick,480,405,75,-75,149500,150000,26317,168572,146072,OK
223.203,TraderOne,Tick,480,405,75,-75,149500,150000,26317,168572,146072,OK
223.547,TraderOne,Tick,480,405,75,-75,149500,150000,26317,168572,146072,OK
223.766,TraderOne,Tick,480,405,75,-75,149500,150000,26317,168572,146072,OK
224.0,TraderOne,Tick,480,430,50,-75,150400,150000,27069,3927820,192820,OK
224.235,TraderOne,Tick,480,430,50,-75,150400,150000,27069,3927820,192820,OK
224.5,TraderOne,Tick,480,430,50,-75,150400,150000,27069,3927820,192820,OK
224.797,TraderOne,Tick,480,430,50,-75,150400,149800,27069,3927820,197820,OK
225.047,TraderOne,Tick,480,430,50,-75,150100,149400,27069,3927820,202820,OK
225.313,TraderOne,Tick,480,430,50,-75,150100,149500,27069,3927820,200320,OK
225.532,TraderOne,Tick,480,430,50,-75,150100,149500,27069,3927820,200320,OK
225.719,TraderOne,Tick,480,430,50,-75,150100,149500,27069,3927820,200320,OK
226.0,TraderOne,Tick,480,430,50,-75,150100,149500,27069,3927820,200320,OK
226.282,TraderOne,Tick,480,430,50,-75,149300,149500,27069,3927820,180320,OK
226.5,TraderOne,Tick,480,430,50,-75,149300,149500,27069,3927820,180320,OK
226.782,TraderOne,Tick,480,430,50,-75,150300,149500,27069,3927820,200320,OK
227.0,TraderOne,Tick,480,430,50,-75,150300,149500,27069,3927820,200320,OK
227.25,TraderOne,Tick,480,430,50,-75,150300,149500,27069,3927820,200320,OK
227.547,TraderOne,Tick,480,430,50,-75,150300,150200,27069,3927820,177820,OK
227.735,TraderOne,Tick,480,430,50,-75,150300,150200,27069,3927820,177820,OK
228.016,TraderOne,Tick,480,430,50,-75,150300,150800,27069,3927820,142820,OK
228.297,TraderOne,Tick,480,430,50,-75,150300,150600,27069,3927820,147820,OK
228.5,TraderOne,Tick,480,430,50,-75,150300,150600,27069,3927820,147820,OK
228.735,TraderOne,Tick,480,430,50,-75,150300,150600,27069,3927820,147820,OK
229.016,TraderOne,Tick,480,430,50,-75,150100,150600,27069,3927820,147820,OK
229.25,TraderOne,Tick,480,430,50,-75,150100,150600,27069,3927820,147820,OK
229.516,TraderOne,Tick,480,430,50,-75,150100,150600,27069,3927820,147820,OK
229.735,TraderOne,Tick,480,430,50,-75,150100,150600,27069,3927820,147820,OK
230.032,TraderOne,Tick,480,430,50,-75,150100,150600,27069,3927820,147820,OK
230.266,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
230.5,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
230.766,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
231.0,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
231.25,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
231.547,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
231.719,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
231.953,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
232.235,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
232.532,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
232.703,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
233.0,TraderOne,Tick,480,430,50,-75,150600,150700,27069,3927820,155320,OK
233.235,TraderOne,Tick,480,430,50,-75,150600,151100,27069,3927820,135320,OK
233.516,TraderOne,Tick,480,430,50,-75,150600,151100,27069,3927820,135320,OK
233.813,TraderOne,Tick,480,430,50,-75,150600,151100,27069,3927820,135320,OK
233.985,TraderOne,Tick,480,430,50,-75,150600,151100,27069,3927820,135320,OK
234.266,TraderOne,Tick,480,430,50,-75,150600,151100,27069,3927820,135320,OK
234.532,TraderOne,Tick,480,430,50,-75,150700,151200,27069,3927820,132820,OK
234.766,TraderOne,Tick,480,430,50,-75,150700,151200,27069,3927820,132820,OK
235.032,TraderOne,Tick,480,430,50,-75,150800,151400,27069,3927820,127820,OK
235.297,TraderOne,Tick,480,430,50,-75,150900,151500,27069,3927820,125320,OK
235.5,TraderOne,Tick,480,430,50,-75,150900,151500,27069,3927820,125320,OK
235.797,TraderOne,Tick,480,430,50,-75,151100,151600,27069,3927820,122820,OK
236.016,TraderOne,Tick,480,430,50,-75,151100,151600,27069,3927820,122820,OK
236.266,TraderOne,Tick,480,430,50,-75,151100,151600,27069,3927820,122820,OK
236.532,TraderOne,Tick,480,430,50,-75,151000,151600,27069,3927820,122820,OK
236.782,TraderOne,Tick,480,430,50,-75,151200,151600,27069,3927820,122820,OK
236.953,TraderOne,Tick,480,430,50,-75,151000,151600,27069,3927820,122820,OK
237.235,TraderOne,Tick,480,430,50,-75,151000,151600,27069,3927820,122820,OK
237.5,TraderOne,Tick,480,430,50,-75,151000,151700,27069,3927820,120320,OK
237.782,TraderOne,Tick,480,430,50,-75,151000,151700,27069,3927820,120320,OK
238.0,TraderOne,Tick,480,430,50,-75,151000,151700,27069,3927820,120320,OK
238.203,TraderOne,Tick,505,430,75,-75,151300,151700,27825,146264,123764,OK
238.532,TraderOne,Tick,505,430,75,-75,151300,151700,27825,146264,123764,OK
238.782,TraderOne,Tick,505,430,75,-75,151300,151700,27825,146264,123764,OK
238.969,TraderOne,Tick,505,430,75,-75,151300,151700,27825,146264,123764,OK
239.282,TraderOne,Tick,505,430,75,-75,151300,151500,27825,146264,131264,OK
239.532,TraderOne,Tick,505,430,75,-75,151400,151500,27825,146264,138764,OK
239.75,TraderOne,Tick,505,430,75,-75,151400,151600,27825,146264,131264,OK
240.016,TraderOne,Tick,505,430,75,-75,151400,151500,27825,146264,138764,OK
240.203,TraderOne,Tick,505,430,75,-75,151400,151400,27825,146264,146264,OK
240.485,TraderOne,Tick,505,430,75,-75,151400,151400,27825,146264,146264,OK
240.75,TraderOne,Tick,505,430,75,-75,151400,151500,27825,146264,138764,OK
240.969,TraderOne,Tick,505,430,75,-75,151400,151500,27825,146264,138764,OK
241.266,TraderOne,Tick,505,430,75,-75,151400,151500,27825,146264,138764,OK
241.5,TraderOne,Tick,505,430,75,-75,151400,151500,27825,146264,138764,OK
241.782,TraderOne,Tick,505,430,75,-75,151400,151500,27825,146264,138764,OK
242.0,TraderOne,Tick,505,430,75,-75,150900,151500,27825,146264,123764,OK
242.25,TraderOne,Tick,505,430,75,-75,150800,151300,27825,146264,123764,OK
242.547,TraderOne,Tick,505,430,75,-75,150800,151300,27825,146264,123764,OK
242.797,TraderOne,Tick,505,430,75,-75,150800,151300,27825,146264,123764,OK
242.953,TraderOne,Tick,505,430,75,-75,150800,151300,27825,146264,123764,OK
243.297,TraderOne,Tick,505,430,75,-75,150800,151300,27825,146264,123764,OK
243.485,TraderOne,Tick,505,430,75,-75,150800,151300,27825,146264,123764,OK
243.719,TraderOne,Tick,505,430,75,-75,150800,151300,27825,146264,123764,OK
244.016,TraderOne,Tick,505,430,75,-75,150800,151500,27825,146264,123764,OK
244.313,TraderOne,Tick,505,430,75,-75,150800,151500,27825,146264,123764,OK
244.485,TraderOne,Tick,505,430,75,-75,150800,151500,27825,146264,123764,OK
244.797,TraderOne,Tick,505,430,75,-75,150800,151500,27825,146264,123764,OK
244.985,TraderOne,Tick,505,430,75,-75,150800,151500,27825,146264,123764,OK
245.297,TraderOne,Tick,505,430,75,-75,150800,151400,27825,146264,123764,OK
245.547,TraderOne,Tick,505,430,75,-75,150800,151600,27825,146264,123764,OK
245.797,TraderOne,Tick,505,430,75,-75,151500,151800,27825,146264,123764,OK
246.0,TraderOne,Tick,505,430,75,-75,151500,151800,27825,146264,123764,OK
246.282,TraderOne,Tick,505,430,75,-75,151500,151800,27825,146264,123764,OK
246.469,TraderOne,Tick,505,430,75,-75,151500,151800,27825,146264,123764,OK
246.797,TraderOne,Tick,505,430,75,-75,151500,151800,27825,146264,123764,OK
247.016,TraderOne,Tick,505,430,75,-75,151500,152100,27825,146264,123764,OK
247.219,TraderOne,Tick,505,430,75,-75,151700,152100,27825,146264,123764,OK
247.547,TraderOne,Tick,505,430,75,-75,151700,152100,27825,146264,123764,OK
247.75,TraderOne,Tick,505,430,75,-75,151400,152100,27825,146264,123764,OK
248.047,TraderOne,Tick,505,430,75,-75,151400,152100,27825,146264,123764,OK
248.266,TraderOne,Tick,505,430,75,-75,151500,152100,27825,146264,123764,OK
248.516,TraderOne,Tick,505,430,75,-75,151500,152100,27825,146264,123764,OK
248.735,TraderOne,Tick,505,430,75,-75,151500,152100,27825,146264,123764,OK
248.985,TraderOne,Tick,505,430,75,-75,151800,152100,27825,146264,123764,OK
249.219,TraderOne,Tick,505,430,75,-75,152000,152500,27825,146264,123764,OK
249.5,TraderOne,Tick,505,430,75,-75,152400,152900,27825,146264,123764,OK
249.782,TraderOne,Tick,505,430,75,-75,152400,152600,27825,146264,131264,OK
249.985,TraderOne,Tick,505,430,75,-75,152400,152700,27825,146264,123764,OK
250.266,TraderOne,Tick,505,430,75,-75,152400,152700,27825,146264,123764,OK
250.563,TraderOne,Tick,505,430,75,-75,152600,152700,27825,146264,138764,OK
250.719,TraderOne,Tick,505,430,75,-75,152600,152700,27825,146264,138764,OK
251.032,TraderOne,Tick,505,430,75,-75,152600,152500,27825,146264,153764,OK
251.297,TraderOne,Tick,505,430,75,-75,152000,152500,27825,146264,123764,OK
251.532,TraderOne,Tick,505,430,75,-75,152000,152600,27825,146264,123764,OK
251.766,TraderOne,Tick,505,430,75,-75,152000,152500,27825,146264,123764,OK
251.985,TraderOne,Tick,505,430,75,-75,152000,152500,27825,146264,123764,OK
252.219,TraderOne,Tick,505,430,75,-75,152000,152500,27825,146264,123764,OK
252.469,TraderOne,Tick,505,430,75,-75,152000,152500,27825,146264,123764,OK
252.703,TraderOne,Tick,505,430,75,-75,152600,152500,27825,146264,153764,OK
252.953,TraderOne,Tick,505,430,75,-75,152600,152500,27825,146264,153764,OK
253.203,TraderOne,Tick,505,430,75,-75,152600,152500,27825,146264,153764,OK
253.5,TraderOne,Tick,505,430,75,-75,152600,152500,27825,146264,153764,OK
253.75,TraderOne,Tick,505,430,75,-75,152600,152500,27825,146264,153764,OK
253.985,TraderOne,Tick,505,430,75,-75,152600,152500,27825,146264,153764,OK
254.297,TraderOne,Tick,505,430,75,-75,152600,152500,27825,146264,153764,OK
254.516,TraderOne,Tick,505,430,75,-75,152200,152500,27825,146264,123764,OK
254.703,TraderOne,Tick,505,430,75,-75,152200,152500,27825,146264,123764,OK
255.016,TraderOne,Tick,505,430,75,-75,152200,152500,27825,146264,123764,OK
255.235,TraderOne,Tick,505,430,75,-75,152200,152500,27825,146264,123764,OK
255.516,TraderOne,Tick,505,430,75,-75,152200,152500,27825,146264,123764,OK
255.797,TraderOne,Tick,505,430,75,-75,152200,152500,27825,146264,123764,OK
255.985,TraderOne,Tick,505,430,75,-75,152200,152200,27825,146264,146264,OK
256.25,TraderOne,Tick,505,430,75,-75,152200,152000,27825,146264,161264,OK
256.5,TraderOne,Tick,505,455,50,-75,151700,152000,28583,3938006,123006,OK
256.735,TraderOne,Tick,505,455,50,-75,151700,152000,28583,3938006,123006,OK
257.0,TraderOne,Tick,505,455,50,-75,151700,152000,28583,3938006,123006,OK
257.25,TraderOne,Tick,505,455,50,-75,151400,152000,28583,3938006,123006,OK
257.5,TraderOne,Tick,505,455,50,-75,151400,152000,28583,3938006,123006,OK
257.703,TraderOne,Tick,505,455,50,-75,151400,152000,28583,3938006,123006,OK
258.0,TraderOne,Tick,505,455,50,-75,151400,152000,28583,3938006,123006,OK
258.188,TraderOne,Tick,505,455,50,-75,151700,151900,28583,3938006,130506,OK
258.532,TraderOne,Tick,505,455,50,-75,151700,151800,28583,3938006,138006,OK
258.719,TraderOne,Tick,505,455,50,-75,151700,151700,28583,3938006,145506,OK
258.985,TraderOne,Tick,505,455,50,-75,151700,151700,28583,3938006,145506,OK
259.266,TraderOne,Tick,505,455,50,-75,151700,151600,28583,3938006,153006,OK
259.469,TraderOne,Tick,505,455,50,-75,151700,151600,28583,3938006,153006,OK
259.703,TraderOne,Tick,505,455,50,-75,151700,151600,28583,3938006,153006,OK
259.985,TraderOne,Tick,505,455,50,-75,151700,151600,28583,3938006,153006,OK
260.219,TraderOne,Tick,505,455,50,-75,151300,151600,28583,3938006,133006,OK
260.453,TraderOne,Tick,505,455,50,-75,151300,151600,28583,3938006,133006,OK
260.75,TraderOne,Tick,505,455,50,-75,151300,151800,28583,3938006,128006,OK
261.0,TraderOne,Tick,505,455,50,-75,151300,151800,28583,3938006,128006,OK
261.25,TraderOne,Tick,505,455,50,-75,151300,151800,28583,3938006,128006,OK
261.469,TraderOne,Tick,505,455,50,-75,151300,151800,28583,3938006,128006,OK
261.797,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
261.985,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
262.266,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
262.516,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
262.75,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
262.985,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
263.297,TraderOne,Tick,505,455,50,-75,152000,152200,28583,3938006,123006,OK
263.516,TraderOne,Tick,505,455,50,-75,152000,152200,28583,3938006,123006,OK
263.75,TraderOne,Tick,505,455,50,-75,152000,152200,28583,3938006,123006,OK
264.047,TraderOne,Tick,505,455,50,-75,152000,152200,28583,3938006,123006,OK
264.313,TraderOne,Tick,505,455,50,-75,152000,152200,28583,3938006,123006,OK
264.453,TraderOne,Tick,505,455,50,-75,152000,152200,28583,3938006,123006,OK
264.703,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
265.032,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
265.203,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
265.516,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
265.766,TraderOne,Tick,505,455,50,-75,152000,151800,28583,3938006,153006,OK
265.969,TraderOne,Tick,505,455,50,-75,152100,151800,28583,3938006,158006,OK
266.266,TraderOne,Tick,505,455,50,-75,152100,151800,28583,3938006,158006,OK
266.532,TraderOne,Tick,505,455,50,-75,152100,151800,28583,3938006,158006,OK
266.703,TraderOne,Tick,505,455,50,-75,152100,151800,28583,3938006,158006,OK
267.047,TraderOne,Tick,505,455,50,-75,152100,152200,28583,3938006,128006,OK
267.25,TraderOne,Tick,505,455,50,-75,152100,152200,28583,3938006,128006,OK
267.5,TraderOne,Tick,505,455,50,-75,152300,152200,28583,3938006,138006,OK
